x,y
-1.3115577889447236,0.1854783085786168
-1.2814070351758795,0.24672512969898439
-1.2512562814070352,0.3192714353436693
-1.221105527638191,0.39245847487450153
-1.190954773869347,0.2560135163876333
-1.1608040201005025,0.2946683353247213
-1.1306532663316584,0.212188801184552
-1.100502512562814,0.21308319140973359
-1.07035175879397,0.42414046461418053
-1.0402010050251258,0.48900764578847444
-1.0100502512562815,0.3569996654120581
-0.9798994974874371,0.4757021102445555
-0.949748743718593,0.4230018092791339
-0.9195979899497488,0.3341673064907955
-0.8894472361809047,0.447022371694462
-0.8592964824120606,0.577263545675652
-0.829145728643216,0.43283934598123464
-0.7989949748743719,0.6062451436013642
-0.7688442211055277,0.2015740080058313
-0.7386934673366836,0.5599279382740271
-0.7085427135678395,0.5010658930052717
-0.6783919597989949,0.47753157316388
-0.6482412060301508,0.5321408332890761
-0.6180904522613067,0.3402157581164322
-0.5879396984924625,0.5335033546155261
-0.5577889447236184,0.6081846930977269
-0.5276381909547738,0.7377861896481932
-0.4974874371859297,0.5562295003764063
-0.46733668341708556,0.5458197055183512
-0.43718592964824143,0.5956756329760253
-0.4070351758793973,0.7571609878637792
-0.37688442211055273,0.7188704661756427
-0.3467336683417086,0.6540175775861882
-0.31658291457286447,0.7799613379402447
-0.28643216080402034,0.7606457747694623
-0.2562814070351762,0.8707886494985391
-0.22613065326633164,0.7274085746106821
-0.1959798994974875,0.7892625430434582
-0.16582914572864338,0.8079801527071762
-0.13567839195979925,0.7267718960285977
-0.10552763819095468,0.9294616299944155
-0.07537688442211055,0.9534994273597621
-0.045226130653266416,0.9562926716029159
-0.015075376884422287,0.961578974395206
0.015075376884421843,0.8736525093546677
0.045226130653266416,1.0041998933418483
0.07537688442211055,1.0440190135392198
0.10552763819095468,1.0310690914099236
0.1356783919597988,1.1291849211633478
0.16582914572864293,1.2207764986778322
0.1959798994974875,1.4051210428990073
0.22613065326633164,1.2711972410165406
0.25628140703517577,1.3178713264690254
0.2864321608040199,1.324223233978653
0.316582914572864,1.1805529104387205
0.3467336683417086,1.411788577514687
0.37688442211055273,1.4637588385993843
0.40703517587939686,1.7486811627079606
0.437185929648241,1.5291078368597717
0.4673366834170851,1.6258933059325553
0.4974874371859297,1.6411127777837369
0.5276381909547738,1.5780566858774485
0.557788944723618,1.8610882242400202
0.5879396984924621,1.8754687848097218
0.6180904522613062,1.9344849117278193
0.6482412060301508,1.821236002864252
0.6783919597989949,2.110985639231291
0.708542713567839,1.890844203231494
0.7386934673366832,2.1518846037955495
0.7688442211055273,2.376317046091923
0.7989949748743719,2.124251695033888
0.829145728643216,2.234730687362446
0.8592964824120601,2.37146388977412
0.8894472361809043,2.3834364062679785
0.9195979899497484,2.353215489612582
0.949748743718593,2.591916362613378
0.9798994974874371,2.557958099465938
1.0100502512562812,2.793098231447325
1.0402010050251258,2.7378433349235207
1.0703517587939695,3.0713986312429227
1.100502512562814,2.927350705248478
1.1306532663316577,3.0654732973603
1.1608040201005023,3.273850799666304
1.190954773869347,3.1671346937002363
1.2211055276381906,3.413680427395782
1.2512562814070352,3.6254448413100997
1.2814070351758788,3.4409555626124972
1.3115577889447234,3.7304150337332436
1.341708542713568,3.8515623610406773
1.3718592964824117,4.020856772792123
1.4020100502512562,3.9396642490770253
1.4321608040201,4.055692642985666
1.4623115577889445,4.36811867207822
1.492462311557789,4.477732959960147
1.5226130653266328,4.609237626734323
1.5527638190954773,4.7591546661325905
1.582914572864321,4.801124102374172
1.6130653266331656,5.041395375856953
1.6432160804020102,5.201082888210998
1.6733668341708539,5.258647985488815
1.7035175879396984,5.6798138396513895
1.7336683417085421,5.708767045346109
1.7638190954773867,5.715547740686026
1.7939698492462313,6.078932309117316
1.824120603015075,6.099874530573147
1.8542713567839195,6.465751139756774
1.8844221105527632,6.698408914753181
1.9145728643216078,6.701972240489882
1.9447236180904524,7.088036821717165
1.974874371859296,7.246992449152851
2.0050251256281406,7.508486500375117
2.0351758793969843,7.843277415596083
2.065326633165829,7.863335106554391
2.0954773869346734,8.053947259168904
2.125628140703517,8.289207055037622
2.1557788944723617,8.55303198428992
2.1859296482412054,8.891207401264648
2.21608040201005,9.205427662747818
2.2462311557788945,9.47971441612714
2.2763819095477382,9.824089734483701
2.306532663316583,10.040853911598711
2.3366834170854265,10.492216770922571
2.366834170854271,10.637114035154267
2.3969849246231156,11.26200764338424
2.4271356783919593,11.388959874991668
2.457286432160804,11.587377039127219
2.4874371859296476,11.923315638002302
2.517587939698492,12.446901506438925
2.5477386934673367,12.75582943662322
2.5778894472361804,13.240714324866344
2.608040201005025,13.619749306743632
2.6381909547738687,13.980593113675363
2.6683417085427132,14.33136398692612
2.698492462311558,14.705832145900704
2.7286432160804015,15.26744621663949
2.758793969849246,15.866439226606767
2.7889447236180906,16.285257262682173
2.8190954773869343,16.637108614474677
2.849246231155779,17.292073851759554
2.8793969849246226,17.842065880526924
2.909547738693467,18.26011263076359
2.9396984924623117,18.925516412307775
2.9698492462311554,19.49480220901696
3.0,19.971239893404604
